          TRIAL BALANCE REPORT FOR THE PERIOD:202112,,,,,,,
,, --------CURRENT PERIOD--------,, --------TOTAL TO DATE--------,,,
,31/07/2021,being bank charges paid,31-Jul,,,-8200,-473007.27
,31/08/2021,being bank charges paid,bs310821,,,-50859.84,-523867.11
,31/08/2021,being bank charges paid,bs31/08,,,-1357.5,-525224.61
,30/09/2021,being bank charges paid,bs30/09,,,-27524.68,-552749.29
,30/09/2021,being correction of bank charges oversta,bs30/21,,,0.67,-552748.62
,30/10/2021,being bank charges paid,bs30/10,,,-51176.57,-603925.19
,31/10/2021,being bank charges paid,bs31/10,,,-428.86,-604354.05
,30/11/2021,being bank charges paid,bs30/11,,,-28683,-633037.05
,30/11/2021,being bank charges paid,bs30/11,,,-107.02,-633144.07
,30/12/2021,being bank charges paid,bs30/12,,,-143562.5,-776706.57
,31/12/2021,being bank charges overstated,bs31/12,,,2964.02,-773742.55
2201400006,CONSULTANCY FEES/EXTRANOEUS PROFESSIONAL SERVICES,329784,0,460584,0,,
,8/1/2021,technical support on budget reporting,10062,,,-130800,-130800
,7/12/2021,Legal advice on outstanding issues,10853,,,-20100,-150900
,7/12/2021,Legal advice on outstanding issues,10853,,,-20100,-171000
,7/12/2021,Legal advice on outstanding issues,10853,,,-20100,-191100
,24/12/2021,allowances town board investigation team,10872,,,-67371,-258471
,24/12/2021,allowances town board investigation team,10872,,,-67371,-325842
,24/12/2021,allowances town board investigation team,10872,,,-67371,-393213
,24/12/2021,allowances town board investigation team,10872,,,-67371,-460584
2201400009,LEGAL FEES,0,0,902650,0,,
,11/1/2021,case no.HC2235/20,10066,,,-85100,-85100
,9/1/2021,Kadiki Chibanda vs M Jena,10063,,,-63000,-148100
,3/2/2021,Mutoko RDC Labour issues,10086,,,-35000,-183100
,8/2/2021,Chibanda vs Mutoko RDC,10095,,,-65000,-248100
,8/2/2021,"disciplinary matters(Makore,Sigauke,Mukw",10097,,,-146500,-394600
,2/2/2021,fuel to attend court session,10083,,,-12800,-407400
,5/3/2021,G Chengo vs Mutoko RDC case,10207,,,-45000,-452400
,19/03/2021,T Ganyiwa vs Mutoko RDC,10237,,,-75000,-527400
,22/03/2021,Disciplinary hearing for R Makore,10239,,,-60500,-587900
,26/04/2021,disciplinary hearing for Mr Makore,10019,,,-104750,-692650
,25/06/2021,Kadiki vs Cllr Jena&Mutoko RDC,10255,,,-50000,-742650
,20/08/2021,P sigauke & R Makore cases,10477,,,-60000,-802650
,7/9/2021,legal service,12059,,,-70000,-872650
,19/11/2021,Mutoko RDC vs P Sigauke case,10638,,,-30000,-902650
2201500003,PROTECTIVE CLOTHING,0,0,42138.73,0,,
,4/8/2021,protective clothing for road maint.staff,10458,,,-39963.73,-39963.73
,4/8/2021,protective clothing for road maint.staff,10458,,,-2175,-42138.73
2201800004,OFFICE EQUIPMENT,0,0,247070,0,,
,5/1/2021,purchase of water tank,10051,,,-238570,-238570
,8/1/2021,payment for water tank balance,10060,,,-259013,-497583
,11/1/2021,office electrical&generator repairs,10068,,,-5500,-503083
,18/02/2021,computer repairs,10176,,,-3000,-506083
2201900002,MAINTENANCE OF VEHICLES,0,0,985094.15,0,,
,8/2/2021,servicing of Toyota Landcruiser TCE 202,10087,,,-69940,-69940
,19/02/2021,grader repairs,10180,,,-48000,-117940
,17/02/2021,purchase of vehicle brake pads,10173,,,-41800,-159740
,17/02/2021,purchase of vehicle tyre,10171,,,-91555.37,-251295.37
,25/02/2021,purchase of vehicle service kit,10195,,,-14040,-265335.37
,8/2/2021,purchase of vehicle tyre,10074,,,-17825,-283160.37
,9/3/2021,Isuzu AAE9013 seat upholstering,10218,,,-7200,-290360.37
,5/3/2021,fix &supply of Isuzu AAE9013 brakes,10210,,,-58500,-348860.37
,15/04/2021,purchase of hydraulic&engine oil,10328,,,-161230,-510090.37
,12/5/2021,ambulance maitenance,10367,,,-5400,-515490.37
,21/05/2021,vehicle maintenance Isuzu AAE9013,10375,,,-42913.78,-558404.15
,21/05/2021,vehicle battery,10377,,,-33850,-592254.15
,4/5/2021,vehicle tyre mending,10351,,,-10140,-602394.15
,7/7/2021,purchase of drill rig truck,10283,,,-360000,-962394.15
,30/07/2021,Repair of tyres,10299,,,-200,-962594.15
,18/08/2021,Landcruiser pump service,10473,,,-22500,-985094.15
2202000002,REPAIRS OF PLANT AND FIXED EQUIPMENT,0,0,484000,0,,
,1/3/2021,Repair of radiator for Motorised Grader,10198,,,-2000,-2000
,1/3/2021,Repairs of radiator for Motorised Grader,10113,,,-2000,-4000
,18/08/2021,purchase of Drill rig bit &Hammer,10471,,,-480000,-484000
2202100002,"MOPS, BROOMS AND BRUSHES",0,0,15092,0,,
,5/11/2021,purchase of a horsepipe,10630,,,-15092,-15092
2202200002,DIESEL,0,0,5900,0,,
,30/07/2021,Fuel for revenue collection,10299,,,-1800,-1800
,29/07/2021,Fuel for road maintenance,10287,,,-2000,-3800
,11/8/2021,Fuel,12014,,,-2000,-5800
,27/07/2021,Fuel for Land Cruiser,12007,,,-100,-5900
2202200003,PETROL,0,0,791862.51,0,,
,5/1/2021,bulk fuel purchase for council use,9886,,,-720,-720
,2/2/2021,bulk fuel purchase for council use,10077,,,-81632,-82352
,17/02/2021,bulk fuel purchase for council use,10168,,,-265000,-347352
,1/3/2021,fuel to Harare on legal business,10197,,,-6400,-353752
,10/3/2021,assistance to Mrs Mushango,10221,,,-9100,-362852
,12/3/2021,fuel to deliver devolution report(PDC),10226,,,-7750.51,-370602.51
,16/03/2021,fuel to attend court session,10228,,,-7000,-377602.51
,23/03/2021,bulk fuel purchase for council use,10244,,,-23400,-401002.51
,14/04/2021,fuel for DDC&PDC full council attendance,10325,,,-18620,-419622.51
,15/04/2021,fuel for council use,10331,,,-3510,-423132.51
,15/04/2021,bulk fuel purchase for council use,10329,,,-59500,-482632.51
,16/04/2021,fuel reinbursement,10337,,,-5950,-488582.51
,5/5/2021,bulk fuel purchase for council use,10349,,,-119000,-607582.51
,27/05/2021,bulk fuel purchase for council use,10386,,,-120000,-727582.51
,16/08/2021,bulk fuel purchase for council use,10468,,,-65000,-792582.51
2631100004,OTHER EXPENSES,0,0,1135194.72,0,,
,7/1/2021,repairs of water system,10058,,,-18000,-18000
,7/1/2021,reinbursement of funds(T Mushango funera,10053,,,-6060,-24060
,8/1/2021,advertisement,10061,,,-27433,-51493
,11/1/2021,airtime,10067,,,-6000,-57493
,15/02/2021,water bill payment,10159,,,-95466.43,-152959.43
,17/02/2021,advert for commercial land,10167,,,-33800,-186759.43
,8/2/2021,purchase of pig feed for IGP-Piggery,10152,,,-8000,-194759.43
,17/02/2021,septic tank maitenance,10175,,,-8000,-202759.43
,19/02/2021,Road repairs & maintenance O.Newton road,10181,,,-140000,-342759.43
,3/3/2021,refreshments,10200,,,-17997,-360756.43
,3/3/2021,refreshments,10200,,,-9083.36,-369839.79
,4/3/2021,pig feed for IGP-Piggery,10203,,,-14950,-384789.79
,5/3/2021,refreshments,10209,,,-25350,-410139.79
,5/3/2021,transpot hire for road maintenance,10208,,,-67200,-477339.79
,8/3/2021,management staff airtime,10214,,,-60000,-537339.79
,8/3/2021,tender advert for drilling rig,10213,,,-17810,-555149.79
,9/3/2021,tender advert for drilling rig,10217,,,-41200,-596349.79
,22/03/2021,transpotation of cement to Kowo RHC,10242,,,-4500,-600849.79
,25/03/2021,supply of maize brans for IGP-Piggery,10243,,,-8000,-608849.79
,15/03/2021,being reversal of payment,bs15/03,,,7149.18,-601700.61
,15/03/2021,being correction of wrong posting,bs15/03,,,-7149.18,-608849.79
,4/3/2021,being refund on shop licence,10202,,,-14900,-623749.79
,1/4/2021,water connection,10307,,,-4220,-627969.79
,8/4/2021,management airtime,10318,,,-12000,-639969.79
,15/04/2021,pig concentrate for IGP-Piggery,10333,,,-14950,-654919.79
,15/04/2021,maize brans for IGP-Piggery,10332,,,-8000,-662919.79
,26/04/2021,CEO's residence maitenance,10146,,,-10460,-673379.79
,26/04/2021,Purchase of 3-lever lockset,10342,,,-1800,-675179.79
,28/04/2021,Purchase of wood glue,10342,,,-200,-675379.79
,7/5/2021,Management airtime allowances,10360,,,-14000,-689379.79
,28/05/2021,water purchase,10379,,,-64211.79,-753591.58
,2/6/2021,purchase of window panes & handles,10250,,,-1200,-754791.58
,2/6/2021,vacancy advertisement,10393,,,-48000,-802791.58
,15/06/2021,purchase of pig feeds,10253,,,-25990,-828781.58
,22/06/2021,water bill payment,10263,,,-3003.09,-831784.67
,11/6/2021,Toiletries and Floor Polish,10395,,,-880,-832664.67
,2/8/2021,advertising of HRA post,10454,,,-19000,-851664.67
,3/8/2021,purchase of pig feeds for IGP-Piggerry,10455,,,-16000,-867664.67
,3/8/2021,purchase of pig feeds for IGP-Piggerry,10455,,,-36450,-904114.67
,11/8/2021,electricity bills payment,10463,,,-27827.29,-931941.96
,12/8/2021,water bill payment,10466,,,-129192.76,-1061134.72
,18/08/2021,management airtime,10472,,,-14000,-1075134.72
,14/09/2021,President's congratulatory message,10492,,,-57000,-1132134.72
,13/10/2021,Bin liners for clean up campaign,10609,,,-3060,-1135194.72
3112500002,CASUAL LABOURERS,0,0,0,-5384.59,,
,19/03/2021,being payment of salaries,10204,,,-7149.18,-7149.18
,20/04/2021,being reversal of salaries&wages,bs20/04,,,12533.77,5384.59
3112500003,BUILDING MATERIALS,0,0,2000,0,,
,28/04/2021,Purchase of Building Materials,10308,,,-2000,-2000
3122210001,MATERIALS AND SUPPLIES,0,0,164839,0,,
,18/02/2021,being purchase of building maerials,10179,,,-164839,-164839
,18/02/2021,being correction of wrong period,10179,,,164839,0
,5/3/2021,being purchase of materials,10179,,,-164839,-164839
3122400012,FUEL-DIESEL AND PETROL-BUILDINGS,0,0,0,-23400,,
,23/03/2021,correction of payment wrongly captured,10244,,,23400,23400
3122400017,VEHICLE AND MOBILE EQUIPMENT MAINTANANCE-BUILDINGS,0,0,69659.99,0,,
,3/11/2021,batteries for motor vehicle & grader,10628,,,-69659.99,-69659.99
6111200004,BUILDINGS,0,0,279999572,0,,
6112100005,TRACTORS AND EARTHMOVING EQUIPMENT,0,0,867902,0,,
6112210001,"INFORMATION, COMPUTER & TELECOMMUNICATION (ICT) EQUIPMENT",0,0,541929,0,,
6112220019,OFFICE EQUIPMENT,0,0,1027717,0,,
6122100001,MATERIALS AND SUPPLIES,0,0,0,-1060,,
6212100002,HR CASHBOOK ACCOUNT,0,-313354.92,0,-14989957.84,,
6218100006,LEASE DEBTORS,0,0,0,-2044665,,
,7/1/2021,being deposit for lease fees(nyangani),BS01/21,,,2044665,2044665
6318200001,PURCHASE CREDITORS,0,-231790.52,0,-40000,,
6318200002,SALARIES CONTROL ACCOUNT,10487588.45,0,39397256.07,-2759939,,
,18/02/2021,being repayment of loan,BS18/21,,,-147975.88,-147975.88
,4/2/2021,being salaries paid,B/S04/02,,,-361891.14,-509867.02
,8/2/2021,being salaries paid,BS08/21,,,-698416.63,-1208283.65
,4/2/2021,being reversal of salaries,BS04/21,,,361891.14,-846392.51
,19/02/2021,being bank reversal of salaries,Bs19/02,,,28271.41,-818121.1
,8/10/2021,Acting CEO'sSept 2021 salary,10604,,,-108076.15,-926197.25
,8/10/2021,Sept 2021 salaries for all council staff,10603,,,-2423722.96,-3349920.21
,27/10/2021,Oct 2021 salaries all staff,10622,,,-2331080.71,-5681000.92
,27/10/2021,Oct 2021 salary for acting CEO,10623,,,-106930.78,-5787931.7
,27/10/2021,Sept 2021 outstanding salary,10624,,,-22466.34,-5810398.04
,28/10/2021,Employees food hamper,10626,,,-416830.09,-6227228.13
,15/10/2021,NEC subscriptions,10612,,,-30000,-6257228.13
,19/10/2021,ZIMRA-PAYE,10611,,,-250000,-6507228.13
,19/11/2021,Food hamper for council employees Sept,10641,,,-106679.17,-6613907.3
,19/11/2021,Food hamper for council employees Sept,10640,,,-241597.29,-6855504.59
,19/11/2021,Food hamper for council employees Sept,10639,,,-85676.2,-6941180.79
,25/11/2021,November 2021 salaries council employees,10647,,,-2368567.73,-9309748.52
,25/11/2021,November 2021 salary for Acting CEO,10648,,,-106930.78,-9416679.3
,25/11/2021,November 2021 salary for E.O finance,10649,,,-52513.83,-9469193.13
,16/12/2021,Being 2021 bonus,10857,,,-8774.5,-9477967.63
,16/12/2021,Being 2021 bonus,10856,,,-60347.17,-9538314.8
,16/12/2021,Being 2021 bonuses for council staff,10858,,,-2759561.07,-12297875.87
,22/12/2021,Dec 2021 Salary,10862,,,-106930.78,-12404806.65
,22/12/2021,Dec 2021 Salary,10863,,,-87083.56,-12491890.21
,21/12/2021,Dec 2021 Salaries for council staff,10864,,,-2363679.59,-14855569.8
,21/12/2021,Oct- Nov 2021 food hamper(council staff),10870,,,-313598.12,-15169167.92
,21/12/2021,Oct- Nov 2021 food hamper(council staff),10870,,,-416938.4,-15586106.32
,21/12/2021,Oct- Nov 2021 food hamper(council staff),10870,,,-217210.58,-15803316.9
,24/12/2021,Zimra - PAYE,10873,,,-180000,-15983316.9
,24/12/2021,Subscriptions to ZRDCWU,10690,,,-100000,-16083316.9
6325100001,SURPLUS/DEFICIT,0,0,5002351,0,,
6325100002,RESERVES,0,0,0,-282416579,,
6325100005,LEAVE PROVISIONS,0,0,0,-584303,,
SEGMENT TOTALS,,13867429.55,-4186874.33,372884166.8,-325508951.4,,
FINANCE,,,,,,,
1131000001,TAX ON IMMOVABLE PROPERTY,0,0,0,-73819.3,,
,6/3/2021,rates,bs06/03,,,15340,15340
,16/03/2021,unit tax on stand,bs16/03,,,4479.3,19819.3
1145210004,GENERAL DEALERS LICENCE,0,0,0,-113091431,,
,25/03/2021,deposit of trading license,bs25/03,,,48850,48850
1145210006,OTHER TRADING LICENCES,0,-736460,0,-44823450.06,,
,12/2/2021,being trading licence renewal,BS12/02,,,147700,147700
,1/4/2021,being deposit of operatinmg license,bs01/04,,,42150,189850
,6/4/2021,being deposit of operatinmg license,bs06/04,,,15560,205410
,6/4/2021,being license paid,bs06/04,,,46297,251707
,7/4/2021,being hardware license,bs07/04,,,14050,265757
,7/4/2021,being deposit received,bs07/04,,,22680,288437
,21/04/2021,being license deposited,bs15/04,,,15740,304177
,30/04/2021,being payment of license,bs30/04,,,64666,368843
,13/05/2021,being license paid,bs13/05,,,40000,408843
,14/06/2021,being receipt of licence,bs14/06,,,31300,440143
,15/06/2021,being lince receipted,bs15/06,,,20872,461015
,16/06/2021,being licenses receipted,bs16/06,,,10375,471390
,15/06/2021,being reversal of licence,bs15/06,,,-20872,450518
,15/07/2021,being licence fees deposited,bs15/07,,,24425,474943
,5/7/2021,being licence fees received,bs05/07,,,14050,488993
,27/08/2021,being licence received,bs27/08,,,26850,515843
,1/9/2021,being licence fees received,bs01/09,,,58877.66,574720.66
,1/9/2021,being licence fees received,bs01/09,,,180000,754720.66
,23/09/2021,being licence fees,bs23/09,,,49050,803770.66
,15/09/2021,being licence fees,bs15/09,,,20000,823770.66
,9/9/2021,being licence fees,bs09/09,,,20750,844520.66
,8/9/2021,being licence fees,bs08/09,,,28395,872915.66
,24/09/2021,being licence fees,bs29/09,,,180000,1052915.66
,7/10/2021,being licence fees received,bs07/09,,,55680.01,1108595.67
,13/10/2021,being licence fees received,bs13/10,,,179075,1287670.67
,13/10/2021,being being licence fees received,bs13/10,,,73475,1361145.67
,24/11/2021,being licenes fees received,bs24/11,,,9367,1370512.67
,26/11/2021,being licenes fees received,bs26/11,,,13597.39,1384110.06
,16/12/2021,being correction of wrong capture,..73474751,,,-90,1384020.06
,31/12/2021,being licence fees received,bs31/12,,,1106050,2490070.06
,31/12/2021,being licence fees paid,bs31/12,,,155500,2645570.06
,31/12/2021,being licences overstated,bs31/12,,,-525000,2120570.06
1145210007,RENTALS,0,-500000,0,-881000,,
,5/5/2021,being office rentals received,bs05/05,,,25000,25000
,16/06/2021,being council office rentals received,bs16/06,,,30000,55000
,16/06/2021,being council office rentals received,bs16/06,,,30000,85000
,28/07/2021,being rent arreas received,bs28/07,,,236000,321000
,6/11/2021,being rentals received,bs06/11,,,60000,381000
,23/12/2021,being rental fees received,bs23/21,,,500000,881000
1145210008,UNCATEGORISED INCOME,0,-3323312.14,0,-10416178.48,,
,31/01/2021,being income received but not categorise,bs31/01,,,1581110.89,1581110.89
,31/05/2021,being income received but not categorise,bs31/05,,,86267,1667377.89
,30/06/2021,being income received but not categorise,bs30/06,,,540802,2208179.89
,30/06/2021,being correction on uncategorised income,bs30/06,,,-65017,2143162.89
,30/06/2021,being income received but not categorise,bs30/06,,,1401.76,2144564.65
,30/06/2021,being reversal of uncategorised income,bs30/06,,,-564950,1579614.65
,30/06/2021,being income received but not categorise,bs30/06,,,564950,2144564.65
,31/07/2021,being uncategorised income,bs31/07,,,564950,2709514.65
,31/07/2021,being income received but not categorise,bs31/07,,,749.57,2710264.22
,31/08/2021,being income deposited,bs08/21,,,472962,3183226.22
,12/8/2021,being pos income not captured,bs12/08,,,5.01,3183231.23
,31/08/2021,being reversal of wrong entry,bs31/08,,,-472962,2710269.23
,31/08/2021,being uncategorised income deposited,bs08/21,,,352002,3062271.23
,31/08/2021,being reversal of wrong capture,bs08/21,,,-352002,2710269.23
,31/08/2021,being income deposited and not categoris,bs08/21,,,291182,3001451.23
,19/08/2021,being income received and not categorise,bs08/21,,,20900,3022351.23
,18/08/2021,being income received but not categorise,bs18/08,,,16500,3038851.23
,31/08/2021,being income received but nor categorise,bs08/21,,,17005.01,3055856.24
,31/08/2021,being income received but nor categorise,bs31/08,,,5700,3061556.24
,31/08/2021,being income received but not categorise,bs31/08,,,693724.01,3755280.25
,31/08/2021,being income received but not categorise,bs31/08,,,14342.81,3769623.06
,30/09/2021,being income received and not categorise,bs30/09,,,74850,3844473.06
,30/09/2021,being uncategorised income,bs30/09,,,1,3844474.06
,30/09/2021,being error correction on uncategorised,bs30/09,,,-2,3844472.06
,30/09/2021,being uncategorised income,bs30/09,,,80040,3924512.06
,15/09/2021,being uncategorised income,bs15/09,,,5400,3929912.06
,30/09/2021,being income received but not categorise,bs30/09,,,550778,4480690.06
,30/09/2021,being income received but not categorise,bs30/09,,,44370,4525060.06
,30/09/2021,being income received but not categorise,bs30/09,,,32705.87,4557765.93
,30/09/2021,being income received but not categorise,bs30/09,,,457877,5015642.93
,8/9/2021,being uncategorised income received,bs08/09,,,30250,5045892.93
,17/09/2021,being reversal of uncategorised income,17-Sep,,,-57850,4988042.93
,30/09/2021,being reversa of uncategorised income,bs30/09,,,-87716,4900326.93
,30/09/2021,being income received but not categorise,bs30/09,,,41172.58,4941499.51
,31/10/2021,being uncategorised income,bs31/10,,,92130,5033629.51
,30/10/2021,being income received but no categorised,bs30/10,,,594262.8,5627892.31
,30/10/2021,being income received but not categorise,bs30/21,,,26599,5654491.31
,31/10/2021,being income received but not categorise,bs31/21,,,327525,5982016.31
,12/10/2021,being income received but not categorise,bs12/10,,,8125,5990141.31
,28/10/2021,being income received but not categorise,bs28/10,,,1650,5991791.31
,30/11/2021,being income received but not categorise,bs30/11,,,191762,6183553.31
,30/11/2021,being uncategorised income,bs30/11,,,580.89,6184134.2
,30/11/2021,being income received but not categorise,bs30/11,,,707591.5,6891725.7
,30/11/2021,being received but not categorised,bs30/11,,,36291.35,6928017.05
,30/11/2021,being reversal of amount wronly posted,bs30/11,,,-258.71,6927758.34
,30/11/2021,being correction of uncategorised income,bs30/11,,,-57189,6870569.34
,30/11/2021,being income received but not categorise,bs30/11,,,1977,6872546.34
,10/11/2021,being income received but not categorise,bs10/11,,,32000,6904546.34
,10/11/2021,being income received but not categorise,bs10/11,,,156000,7060546.34
,15/11/2021,being income received but not categorise,bs12-15/11,,,20000,7080546.34
,1/11/2021,being uncstegorised income,bs01/11,,,2210,7082756.34
,10/11/2021,being income received but not categorise,bs10/11,,,10110,7092866.34
,12/12/2021,being income received but not categorise,bs13/12,,,233750,7326616.34
,17/12/2021,being income received but not categorise,bs17/12,,,8630,7335246.34
,13/12/2021,being uncategorised income overstated,bs13/12,,,-233750,7101496.34
,31/12/2021,income received but not categorised,bs31/12,,,2563008.3,9664504.64
,31/12/2021,being income received but not categorise,bs31/12,,,463777.2,10128281.84
,31/12/2021,being income received but not categorise,bs31/12,,,287896.64,10416178.48
1154000002,RBZ USD LIQUIDATION INCOME,0,-154842.04,0,-2432002.3,,
,27/02/2021,being rbz usd liquidation,B27/02,,,706962.7,706962.7
,31/03/2021,RBZ usd liquidation,bs31/03,,,15714.94,722677.64
,30/04/2021,being deposit of usd liquidation,bs30/04,,,8193.74,730871.38
,31/05/2021,being rbz usd liquidation,bs31/05,,,34274.27,765145.65
,11/6/2021,being rbz usd liquidation,bs110621,,,290309.57,1055455.22
,11/6/2021,being RBZ usd liquidation,bs11/06,,,290309.57,1345764.79
,30/06/2021,being usd liquidation,bs31/06,,,146330.9,1492095.69
,6/7/2021,being RBZ usd liquidation,bs06/07,,,249863.45,1741959.14
,2/7/2021,RBz usd liquidation,bs02/07,,,216548.32,1958507.46
,31/07/2021,being rbz usd liquidation,bs31/07,,,21403.9,1979911.36
,30/09/2021,being rbz usd liquidation,bs30/09,,,29908.68,2009820.04
,31/10/2021,being rbz usd liquidation,bs31/10,,,-90736.83,1919083.21
,31/10/2021,reversal of amount incorrectly posted,bs31/10,,,90736.83,2009820.04
,31/10/2021,being rbz usd liquidation,bs31/10,,,90730.83,2100550.87
,30/11/2021,being rbz usd liquidation,bs30/11,,,115012.64,2215563.51
,16/11/2021,being rbz usd liquidation,bs16/11,,,14815.34,2230378.85
,26/11/2021,being rbz usd liquidation,bs26/11,,,46781.41,2277160.26
,31/12/2021,being rbz usd liquidation,bs31/12,,,154842.04,2432002.3
1411100004,INTEREST - CURRENCY AND DEPOSITS,0,-493.52,0,-3197.78,,
,30/01/2021,being inerest received,BS01/21,,,156.06,156.06
,31/01/2021,being interest charges,BS01/21,,,211.95,368.01
,27/02/2021,being interest received,BS27/02,,,116,484.01
,31/03/2021,being interest received,bs31/03,,,206.81,690.82
,31/03/2021,being interest received,bs31/03,,,206.81,897.63
,31/03/2021,being reversal of double on interest rec,bs31/03,,,-206.81,690.82
,30/04/2021,being interest received,bs30/04,,,185.82,876.64
,31/05/2021,being interest received,bs31/05,,,203.67,1080.31
,30/06/2021,being interest received,bs30/06,,,205.88,1286.19
,30/06/2021,being interest received,bs30/06,,,27.2,1313.39
,31/07/2021,being interest received,bs31/07,,,199.97,1513.36
,31/08/2021,being interest received,bs31/08,,,234.18,1747.54
,28/07/2021,being interest received,bs28/07,,,187.23,1934.77
,30/09/2021,being interest accrued,bs30/09,,,-1340.29,594.48
,30/10/2021,being interest received,bs30/10,,,1851.07,2445.55
,30/11/2021,being interest accrued,bs30/11,,,258.71,2704.26
,31/12/2021,being inintrest received,bs31/12,,,32.22,2736.48
,31/12/2021,being interest received,bs31/12,,,461.3,3197.78
1414000001,PROFIT ON DISPOSALS,0,0,0,-5000,,
,22/03/2021,Rec:ASSET DISPOSALS,14RTAD,,,5000,5000
1415000011,TRADING SITE LEASE,0,0,0,-2000,,
1421000001,SALE OF GOODS,0,0,0,-35833.85,,
,6/1/2021,Rec:SALE OF RECEIPT BOOKS,13RTSRB,,,1635,1635
,20/01/2021,Rec:SALE OF RECEIPT BOOKS,81RTSRB,,,1637,3272
,2/2/2021,Rec:SALE OF RECEIPT BOOKS,39RTSRB,,,1640,4912
,3/2/2021,Rec:SALE OF RECEIPT BOOKS,39RTSRB,,,1634.2,6546.2
,2/3/2021,Rec:SALE OF RECEIPT BOOKS,15RTSRB,,,1677.6,8223.8
,3/3/2021,Rec:Tender Fees,15RTTF,,,3000,11223.8
,1/3/2021,Rec:Tender Fees,15RTTF,,,6000,17223.8
,8/3/2021,Rec:Tender Fees,15RTTF,,,1500,18723.8
,12/3/2021,Rec:Tender Fees,15RTTF,,,1500,20223.8
,17/03/2021,Rec:Tender Fees,14RTTF,,,1500,21723.8
,18/03/2021,Rec:SALE OF RECEIPT BOOKS,14RTSRB,,,6700,28423.8
,18/03/2021,Rec:Tender Fees,14RTTF,,,1256.25,29680.05
,19/03/2021,Rec:Tender Fees,14RTTF,,,1500,31180.05
,11/10/2021,Rec:SALE OF RECEIPT BOOKS,36RTSRB,,,1700,32880.05
,21/10/2021,Rec:SALE OF SITE PLAN,36RTSSF,,,1000,33880.05
,21/10/2021,Rec:Tender Fees,36RTTF,,,1500,35380.05
,26/10/2021,Rec:SALE OF SITE PLAN,36RTSSF,,,1000,36380.05
,2/11/2021,Rec:Tender Fees,36RTTF,,,1500,37880.05
,5/11/2021,Rec:Tender Fees,36RTTF,,,1500,39380.05
,26/11/2021,Rec:SALE OF SITE PLAN,36RTSSF,,,1000,40380.05
,6/12/2021,Rec:SALE OF SITE PLAN,36RTSSF,,,2000,42380.05
1422000049,TENDER DOCUMENTS SALE/FEES,0,0,0,-1500,,
,6/10/2021,being tender fees paid,bs06/10,,,1500,1500
1425000005,HIRE OF EQUIPMENT-REVENUE,0,0,0,-322827.16,,
,17/03/2021,Rec:PLANT HIRE,14RTPH,,,15075,15075
,19/03/2021,Rec:PLANT HIRE,14RTPH,,,4187.5,19262.5
,23/03/2021,Rec:PLANT HIRE,14RTPH,,,12562.5,31825
,25/03/2021,Rec:PLANT HIRE,14RTPH,,,1093.56,32918.56
,31/03/2021,Rec:PLANT HIRE,81RTPH,,,3364.8,36283.36
,17/05/2021,Rec:PLANT HIRE,14RTPH,,,6729.6,43012.96
,26/05/2021,Rec:PLANT HIRE,15RTPH,,,3364.8,46377.76
,9/6/2021,Rec:PLANT HIRE,14RTPH,,,10094.4,56472.16
,18/06/2021,Rec:PLANT HIRE,15RTPH,,,841.2,57313.36
,16/08/2021,Rec:PLANT HIRE,14RTPH,,,6833.6,64146.96
,18/08/2021,Rec:PLANT HIRE,14RTPH,,,15375.6,79522.56
,20/08/2021,Rec:PLANT HIRE,14RTPH,,,15375.6,94898.16
,27/08/2021,Rec:PLANT HIRE,36RTPH,,,4271,99169.16
,31/08/2021,Rec:PLANT HIRE,14RTPH,,,70000,169169.16
,16/09/2021,Rec:PLANT HIRE,14RTPH,,,46981,216150.16
,21/09/2021,Rec:PLANT HIRE,14RTPH,,,25626,241776.16
,5/10/2021,Rec:PLANT HIRE,36RTPH,,,26079,267855.16
,13/10/2021,Rec:PLANT HIRE,36RTPH,,,5215.8,273070.96
,19/10/2021,Rec:PLANT HIRE,36RTPH,,,5215.8,278286.76
,20/10/2021,Rec:PLANT HIRE,36RTPH,,,4346.5,282633.26
,22/10/2021,Rec:PLANT HIRE,36RTPH,,,8693,291326.26
,3/11/2021,Rec:PLANT HIRE,36RTPH,,,6954.4,298280.66
,4/11/2021,Rec:PLANT HIRE,36RTPH,,,8693,306973.66
,24/11/2021,Rec:PLANT HIRE,36RTPH,,,5284.5,312258.16
,6/12/2021,Rec:PLANT HIRE,36RTPH,,,10569,322827.16
,13/12/2021,Rec:PLANT HIRE,36RTPH,,,21138,343965.16
2200100001,PUBLIC RELATIONS & ADVERTISING,84000,0,228630,0,,
,4/6/2021,vacancy advertisement,10415,,,-15360,-15360
,30/07/2021,Advertisement HRA post),12005,,,-45120,-60480
,1/10/2021,Tender advert,63155,,,-20995,-81475
,1/10/2021,Tender advert,10554,,,-42160,-123635
,22/10/2021,Advert for tender for supply of material,10575,,,-20995,-144630
,10/12/2021,Advertisement for CEO's Post,10827,,,-84000,-228630
2200100008,PRINTING SERVICES,0,0,11200,0,,
,22/09/2021,laptop repairs,12045,,,-11200,-11200
2200100011,TELEPHONE-MOBILE,0,0,6091.01,0,,
,25/02/2021,airtime for office use,10112,,,-1256.25,-1256.25
,4/3/2021,Airtime for office use,10119,,,-500,-1756.25
,15/03/2021,Airtime for office use,10119,,,-500,-2256.25
,17/04/2021,airtim for admin purposes,10124,,,-252.36,-2508.61
