"Interest on TBs General GVT- BANKS (Treasury Bills)",2436000002,2,24,243
"Interest on TBs General GVT- Non-Banks (Treasury Bills)",2436000003,2,24,243
"Interest on Treasury bonds General GVT- BANKS",2436000004,2,24,243
"Interest on Treasury Bonds General GVT- Non-Banks",2436000005,2,24,243
"Interest on Financial derivatives (Loans)",2436000006,2,24,243
"Interest on Trade credit and advances",2436000007,2,24,243
"Interest on Other accounts payable",2436000008,2,24,243
"Compensation of Employees - Grant",2611000001,2,26,261
"Use of goods and services - Grant",2611000002,2,26,261
"Social Benefits - Grant",2611000003,2,26,261
"Other Expenses - Grant",2611000004,2,26,261
"Dwellings - Grant",2612000001,2,26,261
"Nonresidential buildings - Grant",2612000002,2,26,261
"Other Structures - Grant",2612000003,2,26,261
"Transport Equipment - Grant",2612000004,2,26,261
"Other Machinery and Equipment - Grant",2612000005,2,26,261
"Compensation of Employees - Foreign Grant",2621000001,2,26,262
"Use of goods and services - Foreign Grant",2621000002,2,26,262
"Social Benefits - Foreign Grant",2621000003,2,26,262
"Other Expenses - Foreign Grant",2621000004,2,26,262
"Dwellings - Foreign Grant",2622000001,2,26,262
"Nonresidential buildings - Foreign Grant",2622000002,2,26,262
"Other Structures - Foreign Grant",2622000003,2,26,262
"Transport Equipment - Foreign Grant",2622000004,2,26,262
"Other Machinery and Equipment - Foreign Grant",2622000005,2,26,262
"Use of goods and services",2631100002,2,26,263
"Social Benefits",2631100003,2,26,263
"Other Expenses",2631100004,2,26,263
"Use of goods and services",2631200002,2,26,263
"Social Benefits",2631200003,2,26,263
"Other Expenses",2631200004,2,26,263
"Use of goods and services - Local Grant",2631300002,2,26,263
"Social Benefits - Local Grant",2631300003,2,26,263
"Other Expenses - Local Grant",2631300004,2,26,263
"Use of goods and services",2631400002,2,26,263
"Social Benefits",2631400003,2,26,263
"Other Expenses",2631400004,2,26,263
"Use of goods and services",2631500002,2,26,263
"Social Benefits",2631500003,2,26,263
"Other Expenses",2631500004,2,26,263
"Use of goods and services",2631600002,2,26,263
"Social Benefits",2631600003,2,26,263
"Other Expenses",2631600004,2,26,263
"Dwellings",2632100001,2,26,263
"Non-residential buildings",2632100002,2,26,263
"Other Structures",2632100003,2,26,263
"Transport Equipment",2632100004,2,26,263
"Other Machinery and Equipment",2632100005,2,26,263
"Dwellings",2632200001,2,26,263
"Non-residential buildings",2632200002,2,26,263
"Other Structures",2632200003,2,26,263
"Transport Equipment",2632200004,2,26,263
"Other Machinery and Equipment",2632200005,2,26,263
"Dwellings - Local Grant",2632300001,2,26,263
"Non-residential buildings - Local Grant",2632300002,2,26,263
"Other Structures - Local Grant",2632300003,2,26,263
"Transport Equipment - Local Grant",2632300004,2,26,263
"Other Machinery and Equipment - Local Grant",2632300005,2,26,263
"Dwellings",2632400001,2,26,263
"Non-residential buildings",2632400002,2,26,263
"Other Structures",2632400003,2,26,263
"Transport Equipment",2632400004,2,26,263
"Other Machinery and Equipment",2632400005,2,26,263
"Dwellings",2632500001,2,26,263
"Non-residential buildings",2632500002,2,26,263
"Other Structures",2632500003,2,26,263
"Transport Equipment",2632500004,2,26,263
"Other Machinery and Equipment",2632500005,2,26,263
"Dwellings",2632600001,2,26,263
"Non-residential buildings",2632600002,2,26,263
"Other Structures",2632600003,2,26,263
"Transport Equipment",2632600004,2,26,263
"Other Machinery and Equipment",2632600005,2,26,263
"Awards under pensions",2711000001,2,27,271
"Commutation of pension",2711000002,2,27,271
"Funeral expenses",2711000003,2,27,271
"Medical examination and expenses",2711000004,2,27,271
"Refunds of contributions",2711000005,2,27,271
"State service disability benefits",2711000006,2,27,271
"State service -pension and allowances",2711000007,2,27,271
"War pensions",2711000008,2,27,271
"War veterans pension",2711000009,2,27,271
"Old age pension",2711000010,2,27,271
"War victims pensions",2711000011,2,27,271
"State service-gratuities",2711000014,2,27,271
"State services-supplimentary and additional benefits",2711000015,2,27,271
"State service disability benefits-appliance",2711000016,2,27,271
"Employee Wellness-Sports",2711000017,2,27,271
"Employee Wellness-Sports",2712000001,2,27,271
"Children in difficult circumstances",2721000002,2,27,272
"Public assistance - Disabled",2721000003,2,27,272
"Health assistance",2721000005,2,27,272
"Public assistance - Aged",2721000007,2,27,272
"Supplementary feeding",2721000008,2,27,272
"Heroes Burial",2721000009,2,27,272
"Pauper burial",2721000010,2,27,272
"Public assistance - Families",2721000011,2,27,272
"Community Recovery Programme",2721000013,2,27,272
"Sustainable livelihood",2721000014,2,27,272
"Social assistance benefits in kind",2722000001,2,27,272
"Family benefits",2731000001,2,27,273
"All leave pay",2731000002,2,27,273
"Severance payments",2731000003,2,27,273
"Pension payments",2731000004,2,27,273
"Employer social benefits in kind",2732000001,2,27,273
"Income withdrawal of quasi-corporations",2812000001,2,28,281
"Government Insurance Scheme",2813000001,2,28,281
"Rent Payable",2814000001,2,28,281
"Debt service",2822010004,2,28,282
"Residential Buildings",3111110001,3,31,311
"Caravans",3111110002,3,31,311
"Houseboats",3111110003,3,31,311
"Mobile Homes",3111110004,3,31,311
"Buildings Improvements/Rehabilitation",3111110005,3,31,311
"Buildings",3111110006,3,31,311
"Commercial Buildings",3111120001,3,31,311
"Industrial Buildings",3111120002,3,31,311
"Institutional Buildings",3111120003,3,31,311
"Buildings Improvements/Rehabilitation",3111120004,3,31,311
"Buildings",3111120005,3,31,311
"Airport, Runways & Helipads",3111130001,3,31,311
"Roads",3111130002,3,31,311
"Bridges",3111130003,3,31,311
"Civil Works",3111130004,3,31,311
"Dams",3111130005,3,31,311
"Water infrastructure",3111130006,3,31,311
"Boreholes",3111130007,3,31,311
"Dip Tanks & Live Stock Management Facilities",3111130008,3,31,311
"Irrigation Schemes",3111130009,3,31,311
"Monuments",3111130010,3,31,311
"Water Reticulation system",3111130011,3,31,311
"Sewer Reticulation system",3111130012,3,31,311
"Sewer Infrastructure",3111130013,3,31,311
"Land Sites Improvements",3111140001,3,31,311
"Land Sites Rehabilitat & Upgrading",3111140002,3,31,311
"Land Sites",3111140003,3,31,311
"Aircraft (Non-Military)",3111210001,3,31,311
"Boats & Water Craft",3111210002,3,31,311
"Motor Cycles & Bicycles",3111210003,3,31,311
"Motor Vehicles",3111210004,3,31,311
"Tractors and Earthmoving Equipment",3111210005,3,31,311
"Aircraft (Non-Military)  upgrading are acquisition",3111210006,3,31,311
"Boats & Water Craft   upgrading are acquisition",3111210007,3,31,311
"Motor Cycles & Bicycles upgrading are acquisition",3111210008,3,31,311
"Motor Vehicles   Upgrading",3111210009,3,31,311
"Tractors and Earthmoving Equipment upgrading are acquisition",3111210010,3,31,311
"Information, Computer & Telecommunication (ICT) Equipment -acquisition",3111221001,3,31,311
"Information, Computer & Telecommunication (ICT) Equipment -upgrading",3111221002,3,31,311
"Generators",3111222001,3,31,311
"Machinery & Equipment not elsewhere classified -upgrading are acquisition",3111222002,3,31,311
"Survey Equipment",3111222003,3,31,311
"Funeral Equipment",3111222004,3,31,311
"Photographic/Media Equipment",3111222005,3,31,311
"Sports Equipment",3111222006,3,31,311
"Teaching and Training Equipment",3111222007,3,31,311
"Navigational and Telecommunications Equipment",3111222008,3,31,311
"Camping equipment",3111222009,3,31,311
"Kitchen and Culinary Equipment",3111222010,3,31,311
"Office Equipment",3111222011,3,31,311
"Furniture and Fittings",3111222012,3,31,311
"Laboratory Equipment",3111222013,3,31,311
"Hospital Equipment",3111222014,3,31,311
"Scales and Measures",3111222015,3,31,311
"Fire Fighting Equipment",3111222016,3,31,311
"Animal Resources Yielding Repeat Products",3111310001,3,31,311
"Tree, Crop & Plant Resources Yielding Repeat Products",3111310002,3,31,311
"Research & Development",3111320001,3,31,311
"Mineral Exploration & Evaluation",3111320002,3,31,311
"computer software",3111320003,3,31,311
"Data bases",3111320004,3,31,311
"Entertainment, Literary & Artistic Originals",3111320005,3,31,311
"Other Intellectual & Property Products",3111320006,3,31,311
"Costs of ownership transfer on Non-Produced Assets other than land",3111330001,3,31,311
"Weapons systems",3111400001,3,31,311
"Security Fire arms",3111400002,3,31,311
"Materials and supplies",3112210001,3,31,311
"Work in progress",3112220001,3,31,311
"Finished goods",3112230001,3,31,311
"goods for resale",3112240001,3,31,311
"military inventories",3112250001,3,31,311
"Subcontracting - Dwellings",3112300001,3,31,311
"Casual Labourers-Dwellings",3112300002,3,31,311
"Building Materials-Dwellings",3112300003,3,31,311
"Electrical Supplies-Dwellings",3112300004,3,31,311
"Plumbing Materials-Dwellings",3112300005,3,31,311
"Roofing Materials-Dwellings",3112300006,3,31,311
"Metal Fence & Posts",3112300007,3,31,311
"Road Surfacing Materials-Dwellings",3112300008,3,31,311
"Wood & Timber Supplies-Dwellings",3112300009,3,31,311
"Borehole Casings & Accessories-Dwellings",3112300010,3,31,311
"Protective clothing- Dwellings",3112300011,3,31,311
"Fuel-diesel and petrol-Dwellings",3112300012,3,31,311
"T and S allowances-Dwellings",3112300013,3,31,311
"Food and Refreshments Dwellings",3112300014,3,31,311
"Hire of Vehicles-Dwellings",3112300015,3,31,311
"Hire of Plant and Eqiupment-Dwellings",3112300016,3,31,311
"Vehicle and Mobile Equipment Maintanance-Dwellings",3112300017,3,31,311
"Tools and Small Implements-Dwellings",3112300018,3,31,311
"Consultancy Services-Dwellings",3112300019,3,31,311
"Public Relations and Communication-Dwellings",3112300020,3,31,311
"Office Supplies and Stationery -Dwellings",3112300021,3,31,311
"Subcontracting - Construction works",3112400001,3,31,311
"Casual Labourers-Buildings",3112400002,3,31,311
"Building Materials-Buildings",3112400003,3,31,311
"Electrical Supplies-Buildings",3112400004,3,31,311
"Plumbing Materials-Buildings",3112400005,3,31,311
"Roofing Materials-Buildings",3112400006,3,31,311
"Metal Fence & Posts-Buildings",3112400007,3,31,311
"Road Surfacing Materials-Buildings",3112400008,3,31,311
"Wood & Timber Supplies-Buildings",3112400009,3,31,311
"Borehole Casings & Accessories-Buildings",3112400010,3,31,311
"Protective clothing-buildings",3112400011,3,31,311
"Fuel-diesel and petrol-buildings",3112400012,3,31,311
"T and S allowances-biuldings",3112400013,3,31,311
"Food and Refreshmentsbuildings",3112400014,3,31,311
"Hire of Vehicles-buildings",3112400015,3,31,311
"Hire of Plant and Eqiupment-buildings",3112400016,3,31,311
"Vehicle and Mobile Equipment Maintanance-buildings",3112400017,3,31,311
"Tools and Small Implements-buildings",3112400018,3,31,311
"Consultancy Services-buildings",3112400019,3,31,311
"Public Relations and Communication-buildings",3112400020,3,31,311
"Office Supplies and Stationery -buildings",3112400021,3,31,311
"Subcontracting - Construction works",3112500001,3,31,311
"Casual Labourers",3112500002,3,31,311
"Building Materials",3112500003,3,31,311
"Electrical Supplies",3112500004,3,31,311
"Plumbing Materials",3112500005,3,31,311
"Roofing Materials",3112500006,3,31,311
"Metal Fence & Posts",3112500007,3,31,311
"Road Surfacing Materials",3112500008,3,31,311
"Wood & Timber Supplies",3112500009,3,31,311
"Borehole Casings & Accessories",3112500010,3,31,311
"Protective clothing-other structures",3112500011,3,31,311
"Fuel-diesel and petrol-other structures",3112500012,3,31,311
"T and S allowances-other structures",3112500013,3,31,311
"Food and Refreshments-other structures",3112500014,3,31,311
"Hire of Vehicles-other structures",3112500015,3,31,311
"Hire of Plant and Eqiupment-structures",3112500016,3,31,311
"Vehicle and Mobile Equipment Maintanance-other structures",3112500017,3,31,311
"Tools and Small Implements-other strucures",3112500018,3,31,311
"Consultancy Services-other structures",3112500019,3,31,311
"Public Relations and Communication-other structures",3112500020,3,31,311
"Office Supplies and Stationery -other structures",3112500021,3,31,311
"Precious stones and metals",3113100001,3,31,311
"Paintings, sculptures, and other art work or antiques",3113100002,3,31,311
"Jewellery",3113100003,3,31,311
"Other Valuables not elsewhere classified",3113100004,3,31,311
"Agricultural Land",3114100001,3,31,311
"Commercial Land",3114100002,3,31,311
"Derelict  Land",3114100003,3,31,311
"Industrial Land",3114100004,3,31,311
"Land for Institutional Buildings",3114100005,3,31,311
"Public Open Space",3114100006,3,31,311
"Residential Land",3114100007,3,31,311
"Mineral and energy resources",3114200001,3,31,311
"Non-cultivated Biological Resources",3114310001,3,31,311
"Water Resources",3114320001,3,31,311
"Radio Spectra",3114330001,3,31,311
"Natural Resources not elsewhere classified",3114330002,3,31,311
"Marketable operating leases",3114410001,3,31,311
"Permits to use natural resources",3114410002,3,31,311
"Permits to undertake specific activities",3114410003,3,31,311
"Entitlement to future goods and services on an exclusive basis",3114410004,3,31,311
"Goodwill and marketing assets",3114420001,3,31,311
"Residential Buildings",3121110001,3,31,312
"Caravans",3121110002,3,31,312
"Houseboats",3121110003,3,31,312
"Mobile Homes",3121110004,3,31,312
"Buildings",3121110005,3,31,312
"Commercial Buildings",3121120001,3,31,312
"Industrial Buildings",3121120002,3,31,312
"Institutional Buildings",3121120003,3,31,312
"Buildings",3121120004,3,31,312
"Airport, Runways & Helipads",3121130001,3,31,312
"Roads",3121130002,3,31,312
"Bridges",3121130003,3,31,312
"Civil Works",3121130004,3,31,312
"Dams",3121130005,3,31,312
"Water Works",3121130006,3,31,312
"Boreholes",3121130007,3,31,312
"Dip Tanks & Live Stock Management Facilities",3121130008,3,31,312
"Irrigation Schemes",3121130009,3,31,312
"Monuments",3121130010,3,31,312
"Land Sites",3121140001,3,31,312
"Aircraft (Non-Military)",3121210001,3,31,312
"Boats & Water Craft",3121210002,3,31,312
"Motor Cycles & Bicycles",3121210003,3,31,312
"Motor Vehicles",3121210004,3,31,312
"Tractors and Earthmoving Equipment",3121210005,3,31,312
"Information, Computer & Telecommunication (ICT) Equipment",3121221001,3,31,312
"Generators",3121222001,3,31,312
"Machinery & Equipment not elsewhere classified -",3121222002,3,31,312
"Survey Equipment",3121222003,3,31,312
"Funeral Equipment",3121222004,3,31,312
"Photographic/Media Equipment",3121222005,3,31,312
"Sports Equipment",3121222006,3,31,312
"Teaching and Training Equipment",3121222007,3,31,312
"Navigational and Telecommunications Equipment",3121222008,3,31,312
"Camping equipment",3121222009,3,31,312
"Kitchen and Culinary Equipment",3121222010,3,31,312
"Office Equipment",3121222011,3,31,312
"Furniture and Fittings",3121222012,3,31,312
"Laboratory Equipment",3121222013,3,31,312
"Hospital Equipment",3121222014,3,31,312
"Scales and Measures",3121222015,3,31,312
"Fire Fighting Equipment",3121222016,3,31,312
"Animal Resources Yielding Repeat Products",3121310001,3,31,312
"Tree, Crop & Plant Resources Yielding Repeat Products",3121310002,3,31,312
"Research & Development",3121320001,3,31,312
"Mineral Exploration & Evaluation",3121320002,3,31,312
"computer software",3121320003,3,31,312
"Data bases",3121320004,3,31,312
"Entertainment, Literary & Artistic Originals",3121320005,3,31,312
"Other Intellectual & Property Products",3121320006,3,31,312
"Costs of ownership transfer on Non-Produced Assets other than land",3121330001,3,31,312
"Weapons systems",3121400001,3,31,312
"Materials and supplies",3122210001,3,31,312
"Work in progress",3122220001,3,31,312
"Finished goods",3122230001,3,31,312
"goods for resale",3122240001,3,31,312
"military inventories",3122250001,3,31,312
"Subcontracting - Dwellings",3122300001,3,31,312
"Casual Labourers-Dwellings",3122300002,3,31,312
"Building Materials-Dwellings",3122300003,3,31,312
"Electrical Supplies-Dwellings",3122300004,3,31,312
"Plumbing Materials-Dwellings",3122300005,3,31,312
"Roofing Materials-Dwellings",3122300006,3,31,312
"Metal Fence & Posts",3122300007,3,31,312
"Road Surfacing Materials-Dwellings",3122300008,3,31,312
"Wood & Timber Supplies-Dwellings",3122300009,3,31,312
"Borehole Casings & Accessories-Dwellings",3122300010,3,31,312
"Protective clothing- Dwellings",3122300011,3,31,312
"Fuel-diesel and petrol-Dwellings",3122300012,3,31,312
"T and S allowances-Dwellings",3122300013,3,31,312
"Food and Refreshments Dwellings",3122300014,3,31,312
"Hire of Vehicles-Dwellings",3122300015,3,31,312
"Hire of Plant and Eqiupment-Dwellings",3122300016,3,31,312
"Vehicle and Mobile Equipment Maintanance-Dwellings",3122300017,3,31,312
"Tools and Small Implements-Dwellings",3122300018,3,31,312
"Consultancy Services-Dwellings",3122300019,3,31,312
"Public Relations and Communication-Dwellings",3122300020,3,31,312
"Office Supplies and Stationery -Dwellings",3122300021,3,31,312
"Subcontracting - Construction works",3122400001,3,31,312
"Casual Labourers-Buildings",3122400002,3,31,312
"Building Materials-Buildings",3122400003,3,31,312
"Electrical Supplies-Buildings",3122400004,3,31,312
"Plumbing Materials-Buildings",3122400005,3,31,312
"Roofing Materials-Buildings",3122400006,3,31,312
"Metal Fence & Posts-Buildings",3122400007,3,31,312
"Road Surfacing Materials-Buildings",3122400008,3,31,312
"Wood & Timber Supplies-Buildings",3122400009,3,31,312
"Borehole Casings & Accessories-Buildings",3122400010,3,31,312
"Protective clothing-buildings",3122400011,3,31,312
"Fuel-diesel and petrol-buildings",3122400012,3,31,312
"T and S allowances-biuldings",3122400013,3,31,312
"Food and Refreshmentsbuildings",3122400014,3,31,312
"Hire of Vehicles-buildings",3122400015,3,31,312
"Hire of Plant and Eqiupment-buildings",3122400016,3,31,312
"Vehicle and Mobile Equipment Maintanance-buildings",3122400017,3,31,312
"Tools and Small Implements-buildings",3122400018,3,31,312
"Consultancy Services-buildings",3122400019,3,31,312
"Public Relations and Communication-buildings",3122400020,3,31,312
"Office Supplies and Stationery -buildings",3122400021,3,31,312
"Subcontracting - Construction works",3122500001,3,31,312
"Casual Labourers",3122500002,3,31,312
"Building Materials",3122500003,3,31,312
"Electrical Supplies",3122500004,3,31,312
"Plumbing Materials",3122500005,3,31,312
"Roofing Materials",3122500006,3,31,312
"Metal Fence & Posts",3122500007,3,31,312
"Road Surfacing Materials",3122500008,3,31,312
"Wood & Timber Supplies",3122500009,3,31,312
"Borehole Casings & Accessories",3122500010,3,31,312
"Protective clothing-other structures",3122500011,3,31,312
"Fuel-diesel and petrol-other structures",3122500012,3,31,312
"T and S allowances-other structures",3122500013,3,31,312
"Food and Refreshments-other structures",3122500014,3,31,312
"Hire of Vehicles-other structures",3122500015,3,31,312
"Hire of Plant and Eqiupment-structures",3122500016,3,31,312
"Vehicle and Mobile Equipment Maintanance-other structures",3122500017,3,31,312
"Tools and Small Implements-other strucures",3122500018,3,31,312
"Consultancy Services-other structures",3122500019,3,31,312
"Public Relations and Communication-other structures",3122500020,3,31,312
"Office Supplies and Stationery -other structures",3122500021,3,31,312
"Precious stones and metals",3123100001,3,31,312
"Paintings, sculptures, and other art work or antiques",3123100002,3,31,312
"Jewellery",3123100003,3,31,312
"Other Valuables not elsewhere classified",3123100004,3,31,312
"Agricultural Land",3124100001,3,31,312
"Commercial Land",3124100002,3,31,312
"Derelict  Land",3124100003,3,31,312
"Industrial Land",3124100004,3,31,312
"Land for Institutional Buildings",3124100005,3,31,312
"Public Open Space",3124100006,3,31,312
"Residential Land",3124100007,3,31,312
"Mineral and energy resources",3124200001,3,31,312
"Non-cultivated Biological Resources",3124310001,3,31,312
"Water Resources",3124320001,3,31,312
"Radio Spectra",3124330001,3,31,312
"Natural Resources not elsewhere classified",3124330002,3,31,312
"Marketable operating leases",3124410001,3,31,312
"Permits to use natural resources",3124410002,3,31,312
"Permits to undertake specific activities",3124410003,3,31,312
"Entitlement to future goods and services on an exclusive basis",3124410004,3,31,312
"Goodwill and marketing assets",3124420001,3,31,312
"Residential Buildings",3131110001,3,31,313
"Caravans",3131110002,3,31,313
"Houseboats",3131110003,3,31,313
"Mobile Homes",3131110004,3,31,313
"Commercial Buildings",3131120001,3,31,313
"Industrial Buildings",3131120002,3,31,313
"Institutional Buildings",3131120003,3,31,313
"Airport, Runways & Helipads",3131130001,3,31,313
"Roads",3131130002,3,31,313
"Bridges",3131130003,3,31,313
"Civil Works",3131130004,3,31,313
"Dams",3131130005,3,31,313
"Water Works",3131130006,3,31,313
"Boreholes",3131130007,3,31,313
"Dip Tanks & Live Stock Management Facilities",3131130008,3,31,313
"Irrigation Schemes",3131130009,3,31,313
"Monuments",3131130010,3,31,313
"Railways",3131130011,3,31,313
"Land Sites",3131140001,3,31,313
"Land Sites Rehabilitation & Upgrading",3131140002,3,31,313
"Aircraft (Non-Military)",3131210001,3,31,313
"Boats & Water Craft",3131210002,3,31,313
"Motor Cycles & Bicycles",3131210003,3,31,313
"Motor Vehicles",3131210004,3,31,313
"Tractors and Earthmoving Equipment",3131210005,3,31,313
"Information, Computer & Telecommunication (ICT) Equipment",3131221001,3,31,313
"Generators",3131222001,3,31,313
"Machinery & Equipment not elsewhere classified -",3131222002,3,31,313
"Survey Equipment",3131222003,3,31,313
"Funeral Equipment",3131222004,3,31,313
"Photographic/Media Equipment",3131222005,3,31,313
"Sports Equipment",3131222006,3,31,313
"Teaching and Training Equipment",3131222007,3,31,313
"Navigational and Telecommunications Equipment",3131222008,3,31,313
"Camping equipment",3131222009,3,31,313
"Kitchen and Culinary Equipment",3131222010,3,31,313
"Office Equipment",3131222011,3,31,313
"Furniture and Fittings",3131222012,3,31,313
"Laboratory Equipment",3131222013,3,31,313
"Hospital Equipment",3131222014,3,31,313
"Scales and Measures",3131222015,3,31,313
"Fire Fighting Equipment",3131222016,3,31,313
"Animal Resources Yielding Repeat Products",3131310001,3,31,313
"Tree, Crop & Plant Resources Yielding Repeat Products",3131310002,3,31,313
"Research & Development",3131320001,3,31,313
"Mineral Exploration & Evaluation",3131320002,3,31,313
"computer software",3131320003,3,31,313
"Data bases",3131320004,3,31,313
"Entertainment, Literary & Artistic Originals",3131320005,3,31,313
"Other Intellectual & Property Products",3131320006,3,31,313
"Costs of ownership",3131330001,3,31,313
"Weapons systems",3131400001,3,31,313
"Special Drawing Rights (SDRs)",3211100001,3,32,321
"Cashbook-Receipts",3211210001,3,32,321
"Cashbook-Deposits CBZ",3211210002,3,32,321
"Cashbook-Deposits RBZ",3211210003,3,32,321
"Bank Account CBZ",3211210004,3,32,321
"Bank Account RBZ",3211210005,3,32,321
"Bank Account (Reserved for future use)",3211210006,3,32,321
"Cashbook",3211220001,3,32,321
"Bank Account?.",3211220002,3,32,321
"Cashbook",3211230001,3,32,321
"Bank Account ???",3211230002,3,32,321
"Cashbook",3211240001,3,32,321
"Bank Account ???",3211240002,3,32,321
"Short term :Foreign-Debt securities",3211300003,3,32,321
"Local-Debt securities",3211300004,3,32,321
"Long Term - Local Authorities",3211410001,3,32,321
"Short Term- Local Authorities",3211410002,3,32,321
"On Lending -Local Authorities",3211410003,3,32,321
"Long  Term- Parastatals",3211420001,3,32,321
"Short Term - Parastatals",3211420002,3,32,321
"On Lending -Local Public Entities",3211420003,3,32,321
"Foreign - Long term",3211430001,3,32,321
"Foreign - Short Term",3211430002,3,32,321
"Security Deposit on Rentals",3211430003,3,32,321
"Domestic - Long term",3211430004,3,32,321
"Domestic - Short Term",3211430005,3,32,321
"Security Deposit on Rentals",3211430006,3,32,321
"Welfare and benovelent  - loan fund",3211430007,3,32,321
"On Lending -Other Instititions not classfied",3211430008,3,32,321
"Vehicle loan scheme",3211430009,3,32,321
"Equity: Listed",3211510001,3,32,321
"Equity: Unlisted",3211510002,3,32,321
"Investment fund shares",3211520001,3,32,321
"Investment fund units and trusts",3211520002,3,32,321
"Nonlife insurance reserves",3211610001,3,32,321
"Life insurance",3211620001,3,32,321
"Annuities entitlements",3211620002,3,32,321
"Pension receivable",3211630001,3,32,321
"Provisions for calls on guarantee",3211650001,3,32,321
"Derivatives",3211710001,3,32,321
"Employee shares",3211720001,3,32,321
"Trade Credit",3211810001,3,32,321
"Debtor employee control account a/c",3211810002,3,32,321
"Advances to employees",3211810003,3,32,321
"Other accounts receivable",3211820001,3,32,321
"Claims of pension funds",3212640001,3,32,321
"Special Drawing Rights (SDRs)",3221100001,3,32,322
"Cashbook-Receipts",3221210001,3,32,322
"Cashbook-Deposits CBZ",3221210002,3,32,322
"Cashbook-Deposits RBZ",3221210003,3,32,322
"Bank Account CBZ",3221210004,3,32,322
"Bank Account RBZ",3221210005,3,32,322
"Bank Account (Reserved for future use)",3221210006,3,32,322
"Cashbook",3221220001,3,32,322
"Bank Account?.",3221220002,3,32,322
"Cashbook",3221230001,3,32,322
"Bank Account ???",3221230002,3,32,322
"Cashbook",3221240001,3,32,322
"Bank Account ???",3221240002,3,32,322
"Short term :Foreign-Debt securities",3221300003,3,32,322
"Local-Debt securities",3221300004,3,32,322
"Long Term - Local Authorities",3221410001,3,32,322
"Short Term- Local Authorities",3221410002,3,32,322
"On Lending -Local Authorities",3221410003,3,32,322
"Long  Term- Parastatals",3221420001,3,32,322
"Short Term - Parastatals",3221420002,3,32,322
"On Lending -Local Public Entities",3221420003,3,32,322
"Foreign - Long term",3221430001,3,32,322
"Foreign - Short Term",3221430002,3,32,322
"Security Deposit on Rentals",3221430003,3,32,322
"Domestic - Long term",3221430004,3,32,322
"Domestic - Short Term",3221430005,3,32,322
"Security Deposit on Rentals",3221430006,3,32,322
"Welfare and benovelent  - loan fund",3221430007,3,32,322
"On Lending -Other Instititions not classfied",3221430008,3,32,322
"Vehicle loan scheme",3221430009,3,32,322
"Equity: Listed",3221510001,3,32,322
"Equity: Unlisted",3221510002,3,32,322
"Investment fund shares",3221520001,3,32,322
"Investment fund units and trusts",3221520002,3,32,322
"Nonlife insurance reserves",3221610001,3,32,322
"Life insurance",3221620001,3,32,322
"Annuities entitlements",3221620002,3,32,322
"Pension receivable",3221630001,3,32,322
"Claims of pension funds",3221640001,3,32,322
"Provisions for calls on guarantee",3221650001,3,32,322
"Derivatives",3221710001,3,32,322
"Employee shares",3221720001,3,32,322
"Trade Credit",3221810001,3,32,322
"Debtor employee control account a/c",3221810002,3,32,322
"Advances to employees",3221810003,3,32,322
"Other accounts receivable",3221820001,3,32,322
"Currency and deposits",3311200001,3,33,331
"Treasury Bills Banks",3311310001,3,33,331
"Bonds banks",3311310002,3,33,331
"Debendures Banks",3311310003,3,33,331
"Treasury Bills Banks",3311320001,3,33,331
"Bonds banks",3311320002,3,33,331
"Debendures Banks",3311320003,3,33,331
"consesional loans",3311400001,3,33,331
"non-concesional loans",3311400002,3,33,331
"Equity",3311510001,3,33,331
"Investment fund shares or units",3311520001,3,33,331
"Non Life Insurance",3311610001,3,33,331
"Life Insurance",3311620001,3,33,331
"Annuities",3311620002,3,33,331
"Pension payable",3311630001,3,33,331
"Claims of pension",3311640001,3,33,331
"Provisions for calls under standardized guarantee schemes",3311650001,3,33,331
"Derivatives",3311710001,3,33,331
"Employee shares",3311720001,3,33,331
"Institutional creditors",3311810001,3,33,331
"Advances",3311810002,3,33,331
"Miscellaneous other accounts payable",3311820001,3,33,331
"Employees creditors",3311820002,3,33,331
"Temporary Deposits",3311820003,3,33,331
"Foreign Services-Float",3311820004,3,33,331
"Accrued Interest",3311820005,3,33,331
"Accrued Penalties",3311820006,3,33,331
"Special Drawing Rights (SDRs)",3321100001,3,33,332
"Currency and deposits",3321200001,3,33,332
"Treasury Bills Banks",3321310001,3,33,332
"Bonds banks",3321310002,3,33,332
"Debendures Banks",3321310003,3,33,332
"Treasury Bills Banks",3321320001,3,33,332
"Bonds banks",3321320002,3,33,332
"Debendures Banks",3321320003,3,33,332
"consesional loans",3321400001,3,33,332
"non-concesional loans",3321400002,3,33,332
"Equity",3321510001,3,33,332
"Investment fund shares or units",3321520001,3,33,332
"Non Life Insurance",3321610001,3,33,332
"Life Insurance",3321620001,3,33,332
"Annuities",3321620002,3,33,332
"Pension payable",3321630001,3,33,332
"Claims of pension",3321640001,3,33,332
"Provisions for calls under standardized guarantee schemes",3321650001,3,33,332
"Derivatives",3321710001,3,33,332
"Employee shares",3321720001,3,33,332
"Institutional creditors",3321810001,3,33,332
"Advances",3321810002,3,33,332
"Miscellaneous other accounts payable",3321820001,3,33,332
"Employees creditors",3321820002,3,33,332
"Temporary Deposits",3321820003,3,33,332
"Foreign Services-Float",3321820004,3,33,332
"Accrued Interest",3321820005,3,33,332
"Accrued Penalties",3321820006,3,33,332
"Special Drawing Rights (SDRs)",3511100001,3,35,351
